start_date,end_year,duration_emergency,location_name,country,post_emergency,persons_per_handpump,persons_per_tap,liters_per_person_per_day,non_chlorinated_0_cfu,chlorinated_safe_water_quality,households_with_toilet,persons_per_toilet,persons_per_shower,persons_per_hygiene_promoter,refugee_pop,liters_per_person_household,potable_water_storage_10l,protected_water_sources,menstrual_hygiene_satisfaction,household_toilet,defecate_in_toilet,access_to_soap,solid_waste_disposal_access
2022-05-30,2022,34,Hagadera,Kenya,Post-emergency,NA,115,18,NA,85,78,6,NA,1169,95866,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Ifo,Kenya,Post-emergency,NA,74,24,NA,99,65,7,NA,2014,84593,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Dzaleka,Malawi,Post-emergency,1376,475,11,100,100,38,8,11,161,55054,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Maratane,Mozambique,Post-emergency,250,152,13,NA,NA,100,4,NA,445,8904,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Abala,Niger,Post-emergency,NA,162,13,NA,NA,6,19,47,3500,10500,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Chadakori,Niger,Emergency,NA,NA,10,NA,NA,100,86,87,NA,7919,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Dandaji Makao,Niger,Emergency,NA,NA,5,NA,NA,100,61,67,NA,5446,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Garin Kaka,Niger,Emergency,NA,NA,20,NA,NA,100,69,80,NA,4360,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Ouallam,Niger,Post-emergency,NA,114,20,NA,NA,9,38,44,NA,6041,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Adagom,Nigeria,Post-emergency,NA,123,17,100,100,13,27,41,1275,12750,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Ikyogen,Nigeria,Post-emergency,NA,331,8,NA,NA,20,30,56,2252,11260,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Ukende,Nigeria,Post-emergency,233,54,17,50,100,16,25,27,686,4120,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Kigeme,Rwanda,Post-emergency,NA,72,17,NA,100,100,33,42,658,14491,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Kiziba,Rwanda,Post-emergency,NA,54,26,NA,100,100,22,49,258,16561,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Mahama,Rwanda,Post-emergency,NA,76,25,100,100,0,16,16,452,57885,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Mugombwa,Rwanda,Post-emergency,NA,72,27,NA,100,100,26,35,942,11304,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Nyabiheke,Rwanda,Post-emergency,NA,86,14,NA,100,0,19,48,861,13782,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Abu Jubaiha Town,Sudan,Post-emergency,1469,98,0,NA,NA,33,12,NA,293,2937,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Abuda,Sudan,Post-emergency,NA,132,27,NA,0,53,8,9,345,3457,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Abunowara,Sudan,Post-emergency,NA,NA,0,NA,NA,100,NA,NA,NA,367,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Dar Batti,Sudan,Post-emergency,1734,NA,1,NA,NA,28,14,346,346,13874,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Gedied,Sudan,Post-emergency,NA,NA,0,NA,NA,5,52,NA,NA,784,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Girba,Sudan,Post-emergency,NA,132,20,NA,100,46,9,NA,NA,6204,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Gurayd,Sudan,Post-emergency,NA,NA,0,NA,NA,5,52,99,165,990,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Kilo 26,Sudan,Post-emergency,NA,218,50,NA,100,37,8,NA,3283,9850,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Shagarab I,Sudan,Post-emergency,NA,337,15,NA,50,20,14,NA,7912,55390,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Sirajiya,Sudan,Post-emergency,NA,NA,0,NA,NA,11,3,14,NA,5682,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Wad Sharife,Sudan,Post-emergency,NA,116,6,NA,100,34,9,8,907,18149,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Nduta,Tanzania,Post-emergency,NA,50,46,NA,86,88,4,NA,569,77479,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Nyarugusu Burundian,Tanzania,Post-emergency,NA,55,24,NA,94,83,5,NA,859,49847,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Nyarugusu Congolese,Tanzania,Post-emergency,NA,131,31,NA,96,56,8,NA,1022,80809,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Adjumani,Uganda,Post-emergency,502,531,14,90,74,80,9,11,815,244525,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Imvepi,Uganda,Post-emergency,NA,NA,0,NA,NA,100,NA,NA,NA,59549,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Nakivale,Uganda,Post-emergency,1236,883,12,96,94,54,7,10,455,145613,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Oruchinga,Uganda,Post-emergency,2530,3970,20,87,81,81,8,10,119,8601,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Palorinya,Uganda,Post-emergency,903,194,18,100,100,86,5,4,NA,125833,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Rwamwanja,Uganda,Post-emergency,578,104,13,NA,55,61,7,584,429,82387,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-30,2022,34,Mayukwayukwa,Zambia,Post-emergency,279,NA,21,NA,NA,23,14,NA,889,18672,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Auserd,Algeria,Post-emergency,NA,28,44,67,NA,94,5,4,1242,18638,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Boujdour,Algeria,Post-emergency,NA,NA,54,83,NA,94,5,4,960,9601,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Dakhla,Algeria,Post-emergency,NA,49,74,NA,NA,98,5,4,724,10870,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Layounne,Algeria,Post-emergency,NA,31,29,81,NA,88,5,5,1700,25503,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Smara,Algeria,Post-emergency,NA,89,42,88,NA,87,5,5,1493,25389,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Borgop,Cameroon,Post-emergency,454,NA,19,NA,NA,25,7,13,515,11341,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Gado,Cameroon,Post-emergency,0,0,16,NA,NA,16,11,21,1130,28274,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Lolo,Cameroon,Post-emergency,590,413,15,NA,NA,15,10,20,619,12398,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Mbile,Cameroon,Post-emergency,397,NA,16,NA,NA,18,7,14,444,11106,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Minawao,Cameroon,Post-emergency,1245,272,14,NA,NA,19,11,22,2091,73194,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Ngam,Cameroon,Post-emergency,0,NA,20,NA,NA,32,6,11,459,6894,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Ngarisingo,Cameroon,Post-emergency,0,NA,15,NA,NA,37,5,9,455,1366,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Timangolo,Cameroon,Post-emergency,649,446,16,NA,NA,20,8,15,510,7140,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Amboko,Chad,Post-emergency,825,NA,18,NA,NA,100,21,21,10736,10736,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Belom,Chad,Post-emergency,1111,NA,14,NA,NA,21,25,28,14994,29988,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Dar Es Salam,Chad,Post-emergency,420,31,18,87,88,25,13,11,1449,17398,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Doholo,Chad,Post-emergency,714,NA,21,NA,NA,26,18,18,4286,12859,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Dosseye,Chad,Post-emergency,376,NA,41,NA,NA,53,8,8,4885,14657,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Gon,Chad,Post-emergency,746,NA,20,NA,NA,8,37,41,3731,3731,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Gondje,Chad,Post-emergency,553,NA,28,NA,NA,10,43,47,4979,9958,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Moyo,Chad,Post-emergency,389,NA,40,NA,NA,8,35,44,3697,7395,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Bili,Democratic Republic of the Congo,Post-emergency,3350,279,13,NA,100,18,28,28,1005,10050,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Boyabu,Democratic Republic of the Congo,Post-emergency,425,NA,26,NA,NA,32,16,15,764,11467,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Inke,Democratic Republic of the Congo,Post-emergency,743,NA,15,NA,NA,23,20,20,892,17841,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Lusenda,Democratic Republic of the Congo,Post-emergency,NA,82,17,100,100,25,15,15,2624,26246,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Modale,Democratic Republic of the Congo,Post-emergency,NA,NA,0,NA,NA,100,NA,NA,NA,5800,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Mole,Democratic Republic of the Congo,Post-emergency,1426,NA,18,NA,100,33,15,15,665,9985,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Mulongwe (Baraka),Democratic Republic of the Congo,Post-emergency,500,43,14,100,100,31,12,13,1552,7764,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Wenze,Democratic Republic of the Congo,Emergency,NA,NA,6762,NA,NA,100,193,419,NA,5028,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Ali Adde,Djibouti,Post-emergency,NA,77,16,NA,100,31,12,NA,4229,16919,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Holl Holl,Djibouti,Post-emergency,NA,91,12,NA,100,10,29,4159,4159,8319,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Alemwach,Ethiopia,Emergency,NA,NA,14,NA,NA,100,50,50,NA,10038,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Bambasi,Ethiopia,Post-emergency,NA,98,16,NA,100,61,8,7,1520,19760,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Fugnido,Ethiopia,Post-emergency,NA,83,18,NA,100,22,24,44,1133,48761,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Fugnido 2,Ethiopia,Post-emergency,NA,56,20,NA,100,35,15,20,1148,10336,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Jewi,Ethiopia,Post-emergency,NA,137,16,NA,100,35,16,32,1096,65807,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Kule,Ethiopia,Post-emergency,NA,158,14,NA,100,39,14,102,1115,51331,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Nguenyyiel,Ethiopia,Post-emergency,NA,157,14,NA,NA,23,21,21,1079,110156,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Okugo,Ethiopia,Post-emergency,NA,117,10,NA,100,100,13,NA,613,13497,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Sherkole,Ethiopia,Post-emergency,2967,112,10,NA,100,48,8,8,998,11983,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Tierkidi,Ethiopia,Post-emergency,NA,211,14,NA,NA,100,45,292,1142,69685,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Tsore Camp (Assosa),Ethiopia,Post-emergency,NA,186,14,NA,100,16,27,26,2997,41967,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Ampain,Ghana,Post-emergency,100,35,53,71,80,100,21,29,191,3262,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Egyeikrom,Ghana,Post-emergency,706,54,63,NA,NA,100,13,13,108,1412,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Fetentaa,Ghana,Post-emergency,NA,26,28,50,25,2,8,22,80,801,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Krisan,Ghana,Post-emergency,101,0,28,67,100,100,10,1,95,669,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Dagahaley,Kenya,Post-emergency,NA,108,20,NA,98,66,7,NA,2163,90872,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Hagadera,Kenya,Post-emergency,NA,117,20,NA,83,78,6,NA,2323,97605,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Ifo,Kenya,Post-emergency,NA,73,26,NA,96,65,7,NA,1987,83478,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Dzaleka,Malawi,Post-emergency,1371,473,11,NA,NA,38,8,11,160,54823,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Maratane,Mozambique,Post-emergency,250,152,13,NA,NA,100,4,NA,456,9124,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Abala,Niger,Post-emergency,NA,216,9,NA,NA,3,21,72,5401,16204,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Chadakori,Niger,Emergency,NA,NA,14,NA,NA,100,86,87,NA,7919,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Dandaji Makao,Niger,Emergency,NA,NA,4,NA,NA,100,61,67,NA,5446,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Garin Kaka,Niger,Emergency,NA,NA,18,NA,NA,100,69,80,NA,4360,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Ouallam,Niger,Post-emergency,NA,114,16,NA,NA,9,24,46,NA,6041,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Adagam 3,Nigeria,Post-emergency,NA,129,16,100,67,18,24,20,570,2280,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Adagom,Nigeria,Post-emergency,NA,123,15,0,100,15,27,41,1275,12750,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Ikyogen,Nigeria,Post-emergency,NA,331,8,100,100,20,30,56,2252,11260,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Ukende,Nigeria,Post-emergency,233,50,15,100,100,40,24,26,668,4010,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Kigeme,Rwanda,Post-emergency,NA,72,16,NA,100,100,33,42,657,14458,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Kiziba,Rwanda,Post-emergency,NA,54,26,NA,100,100,22,49,259,16621,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Mahama,Rwanda,Post-emergency,NA,76,23,100,100,100,16,16,451,57826,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Mugombwa,Rwanda,Post-emergency,NA,71,25,NA,100,100,26,35,939,11273,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Nyabiheke,Rwanda,Post-emergency,NA,86,14,NA,100,0,20,48,870,13920,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Ajoung Thok,South Sudan,Post-emergency,NA,100,21,NA,95,65,7,NA,92,47488,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Pamir,South Sudan,Post-emergency,NA,100,18,NA,78,41,10,NA,916,47674,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Abu Jubaiha Town,Sudan,Post-emergency,379,25,2,NA,NA,9,3,NA,75,758,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Abuda,Sudan,Post-emergency,NA,97,20,NA,NA,53,6,6,241,2417,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Abunowara,Sudan,Post-emergency,NA,NA,0,NA,NA,100,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Babikir,Sudan,Post-emergency,NA,NA,0,NA,0,100,12,NA,NA,2365,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Dar Batti,Sudan,Post-emergency,1734,NA,1,NA,NA,0,1387,346,346,13874,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Gedied,Sudan,Post-emergency,NA,NA,0,NA,NA,2,20,NA,NA,307,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Girba,Sudan,Post-emergency,NA,133,22,NA,NA,33,9,NA,894,6261,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Kilo 26,Sudan,Post-emergency,NA,218,18,NA,NA,71,4,NA,1229,9837,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Shagarab I,Sudan,Post-emergency,NA,360,18,NA,NA,20,15,NA,2977,59543,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Wad Sharife,Sudan,Post-emergency,NA,114,25,NA,NA,34,9,8,888,17767,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Nduta,Tanzania,Post-emergency,NA,62,35,NA,82,88,4,NA,569,77441,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Nyarugusu Burundian,Tanzania,Post-emergency,NA,55,24,NA,100,84,5,NA,854,49589,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Nyarugusu Congolese,Tanzania,Post-emergency,NA,130,27,NA,100,56,8,NA,1018,80445,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Adjumani,Uganda,Post-emergency,502,531,14,100,82,80,9,11,815,244525,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Kiryandongo,Uganda,Post-emergency,NA,NA,0,NA,NA,100,NA,NA,NA,75090,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Kyaka II,Uganda,Post-emergency,492,672,10,100,100,53,7,12,475,116966,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Oruchinga,Uganda,Post-emergency,0,0,21,NA,NA,82,8,10,119,8601,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Palorinya,Uganda,Post-emergency,922,223,18,100,96,85,5,4,NA,128573,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Rwamwanja,Uganda,Post-emergency,499,68,11,NA,57,60,7,795,426,81948,NA,NA,NA,NA,NA,NA,NA,NA
2022-05-02,2022,27,Mayukwayukwa,Zambia,Post-emergency,279,NA,21,NA,NA,23,14,NA,889,18672,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Auserd,Algeria,Post-emergency,NA,28,46,33,NA,94,5,4,1242,18638,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Boujdour,Algeria,Post-emergency,NA,NA,42,78,33,94,5,4,960,9601,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Dakhla,Algeria,Post-emergency,NA,49,71,63,NA,98,5,4,724,10870,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Layounne,Algeria,Post-emergency,NA,NA,30,67,NA,88,5,5,1700,25503,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Smara,Algeria,Post-emergency,NA,89,40,53,40,87,5,5,1493,25389,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Lovua settlement,Angola,Post-emergency,NA,68,17,100,0,89,5,6,701,7012,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Musasa,Burundi,Post-emergency,NA,43,22,NA,NA,2,14,45,66,9003,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Borgop,Cameroon,Post-emergency,462,NA,19,NA,NA,25,7,13,524,11543,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Gado,Cameroon,Post-emergency,0,0,15,100,100,16,11,21,1148,28712,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Lolo,Cameroon,Post-emergency,594,416,15,100,100,15,10,20,623,12473,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Mbile,Cameroon,Post-emergency,397,NA,16,100,100,17,7,14,443,11096,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Minawao,Cameroon,Post-emergency,1245,272,14,100,100,19,11,21,2050,71756,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Ngam,Cameroon,Post-emergency,0,NA,20,NA,NA,32,6,11,466,6991,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Ngarisingo,Cameroon,Post-emergency,0,NA,15,NA,NA,36,5,9,455,1366,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Timangolo,Cameroon,Post-emergency,652,448,16,100,100,20,8,16,512,7169,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Amboko,Chad,Post-emergency,635,NA,24,NA,NA,20,19,20,10162,10162,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Belom,Chad,Post-emergency,780,NA,19,NA,NA,49,24,26,14033,28067,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Dar Es Salam,Chad,Post-emergency,420,31,18,89,100,25,13,11,1443,17317,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Dembo,Chad,Post-emergency,1080,NA,14,NA,NA,15,26,28,5402,5402,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Diba,Chad,Post-emergency,784,NA,13,NA,NA,7,37,40,3919,3919,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Dilingala,Chad,Post-emergency,808,NA,19,NA,NA,8,34,46,3230,3230,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Doholo,Chad,Post-emergency,345,NA,45,NA,NA,26,9,8,2070,6211,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Dosseye,Chad,Post-emergency,355,NA,43,NA,NA,53,8,8,4739,14219,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Gon,Chad,Post-emergency,933,NA,16,NA,NA,8,37,41,3731,3731,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Gondje,Chad,Post-emergency,681,NA,22,NA,NA,10,35,38,4088,8176,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Moyo,Chad,Post-emergency,494,NA,31,NA,NA,8,35,44,3706,7412,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Silambi,Chad,Post-emergency,323,NA,47,NA,NA,13,21,28,646,646,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Bili,Democratic Republic of the Congo,Post-emergency,3350,279,13,NA,100,18,28,28,1005,10050,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Boyabu,Democratic Republic of the Congo,Post-emergency,443,NA,25,NA,NA,30,16,16,797,11967,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Inke,Democratic Republic of the Congo,Post-emergency,743,NA,14,NA,NA,41,20,20,892,17841,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Lusenda,Democratic Republic of the Congo,Post-emergency,NA,82,17,100,100,25,15,15,2624,26246,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Mole,Democratic Republic of the Congo,Post-emergency,1583,NA,16,NA,100,30,17,16,738,11078,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Mulongwe (Baraka),Democratic Republic of the Congo,Post-emergency,500,43,14,100,100,31,12,13,1552,7764,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Ali Adde,Djibouti,Post-emergency,NA,77,19,NA,100,31,12,NA,4230,16922,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Holl Holl,Djibouti,Post-emergency,NA,91,18,NA,100,10,29,4147,4147,8295,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Alemwach,Ethiopia,Emergency,NA,NA,14,NA,NA,100,43,43,NA,8620,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Awbarre,Ethiopia,Post-emergency,NA,NA,0,100,33,68,7,55,630,12600,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Bambasi,Ethiopia,Post-emergency,NA,97,13,NA,100,61,8,7,1508,19607,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Fugnido,Ethiopia,Post-emergency,NA,82,20,NA,100,22,24,44,NA,48307,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Fugnido 2,Ethiopia,Post-emergency,NA,55,21,NA,100,35,15,20,1130,10171,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Jewi,Ethiopia,Post-emergency,NA,136,19,NA,100,36,16,32,1088,65323,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Kule,Ethiopia,Post-emergency,NA,158,16,NA,100,39,13,102,1111,51132,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Nguenyyiel,Ethiopia,Post-emergency,NA,170,17,NA,100,25,19,19,999,101938,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Okugo,Ethiopia,Post-emergency,NA,90,20,NA,100,25,13,NA,611,13450,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Sherkole,Ethiopia,Post-emergency,2957,111,7,NA,100,48,9,8,992,11910,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Tierkidi,Ethiopia,Post-emergency,NA,211,17,NA,NA,11,45,292,1139,69503,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Tsore Camp (Assosa),Ethiopia,Post-emergency,NA,184,11,NA,100,21,23,23,2571,36000,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Ampain,Ghana,Post-emergency,100,35,53,71,80,100,21,29,191,3262,NA,NA,NA,NA,NA,NA,NA,NA
2022-04-04,2022,27,Egyeikrom,Ghana,Post-emergency,706,54,63,NA,NA,100,13,13,108,1412,NA,NA,NA,NA,NA,NA,NA,NA
